Loan_ID,Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_Car,Owns_House,Property_Area,Loan_Status
LN1621,Customer_1721,Female,No,2,Graduate,Yes,5169,15389,Yes,534,360,Unknown,1,Urban,Y
LN1622,Customer_1722,Male,No,0,Graduate,No,13423,26997,Yes,664,360,Unknown,1,Rural,N
LN1623,Customer_1723,Male,Yes,2,Graduate,Yes,45803,29488,Yes,471,300,Yes,0,Urban,N
LN1624,Customer_1724,Male,Yes,3,Not Graduate,Yes,11017,44216,Yes,585,120,Unknown,0,Urban,N
LN1625,Customer_1725,Male,Yes,2,Graduate,Yes,46678,22975,Yes,200,360,Unknown,0,Urban,N
LN1626,Customer_1726,Female,No,1,Not Graduate,No,60392,509240,Yes,440,180,Unknown,0,Semiurban,N
LN1627,Customer_1727,Other,No,2,Not Graduate,No,35948,37310,Yes,464,120,Unknown,0,Urban,N
LN1628,Customer_1728,Male,No,1,Not Graduate,No,Unknown,6575,Yes,56,180,Unknown,0,Rural,N
LN1629,Customer_1729,Other,Yes,2,Graduate,Yes,33860,40104,Yes,565,300,Unknown,1,Semiurban,Y
LN1630,Customer_1730,Male,Yes,1,Not Graduate,No,Unknown,27728,Yes,515,360,Unknown,1,Urban,Y
LN1631,Customer_1731,Male,No,1,Graduate,No,50574,37661,Yes,153,240,Unknown,1,Urban,Y
LN1632,Customer_1732,Other,Yes,1,Graduate,Yes,323240,25809,Yes,513,360,Unknown,1,Urban,Y
LN1633,Customer_1733,Female,No,0,Graduate,Yes,69822,40194,Yes,613,300,Unknown,1,Urban,Y
LN1634,Customer_1734,Male,Yes,2,Not Graduate,Yes,44666,43995,Yes,643,360,Unknown,0,Semiurban,Y
LN1635,Customer_1735,Male,Yes,2,Graduate,Yes,27869,2596,Yes,609,360,Unknown,0,Semiurban,N
LN1636,Customer_1736,Male,No,3,Graduate,No,74164,7221,Yes,400,360,Unknown,0,Semiurban,Y
LN1637,Customer_1737,Other,Yes,3,Not Graduate,No,32093,25429,Yes,415,300,Unknown,1,Semiurban,Y
LN1638,Customer_1738,Female,Yes,3,Graduate,Yes,546500,38883,Yes,231,360,Unknown,0,Semiurban,N
LN1639,Customer_1739,Other,Yes,2,Not Graduate,Yes,69196,17507,Yes,292,60,Yes,1,Urban,Y
LN1640,Customer_1740,Other,Yes,0,Graduate,Yes,51016,34388,Yes,269,240,Unknown,1,Semiurban,Y
LN1641,Customer_1741,Female,Yes,1,Not Graduate,Yes,22562,20358,Yes,257,240,Unknown,0,Urban,N
LN1642,Customer_1742,Other,No,2,Not Graduate,No,71925,14933,Yes,688,120,Unknown,0,Rural,N
LN1643,Customer_1743,Female,Yes,0,Not Graduate,Yes,58553,46654,Yes,231,120,Unknown,1,Rural,Y
LN1644,Customer_1744,Male,No,0,Not Graduate,Yes,60279,34238,Yes,478,120,Unknown,1,Urban,Y
LN1645,Customer_1745,Female,Yes,2,Not Graduate,No,38608,48319,Yes,84,120,Unknown,0,Urban,N
LN1646,Customer_1746,Male,Yes,1,Graduate,Yes,63840,10653,Yes,470,240,Yes,1,Semiurban,Y
LN1647,Customer_1747,Other,No,0,Graduate,Yes,13770,15300,Yes,252,120,Yes,1,Semiurban,Y
LN1648,Customer_1748,Other,No,2,Graduate,Yes,58461,29232,Yes,211,180,Unknown,0,Rural,Y
LN1649,Customer_1749,Male,Yes,1,Graduate,Yes,29627,9848,Yes,457,60,Unknown,1,Rural,Y
LN1650,Customer_1750,Other,Yes,3,Not Graduate,Yes,9146,3110,Yes,398,300,Unknown,0,Urban,N
LN1651,Customer_1751,Female,No,0,Not Graduate,No,62753,37409,Yes,53,60,Yes,0,Rural,N
LN1652,Customer_1752,Male,No,0,Graduate,No,55079,19813,Yes,410,300,Unknown,0,Urban,Y
LN1653,Customer_1753,Other,No,2,Not Graduate,No,61074,7176,Yes,639,240,Unknown,1,Urban,Y
LN1654,Customer_1754,Male,No,2,Graduate,No,65507,8379,Yes,407,300,Unknown,1,Rural,Y
LN1655,Customer_1755,Female,Yes,1,Not Graduate,Yes,26251,45663,Yes,677,300,Unknown,1,Urban,Y
LN1656,Customer_1756,Female,Yes,3,Not Graduate,Yes,34896,6788,Yes,85,360,Unknown,1,Urban,Y
LN1657,Customer_1757,Other,Yes,3,Graduate,Yes,42113,6282,Yes,384,120,Unknown,1,Urban,Y
LN1658,Customer_1758,Female,Yes,2,Graduate,Yes,56711,46682,Yes,340,120,Yes,0,Urban,N
LN1659,Customer_1759,Male,Yes,2,Not Graduate,Yes,16322,5375,Yes,334,360,Yes,1,Semiurban,N
LN1660,Customer_1760,Female,No,1,Graduate,Yes,10747,32403,Yes,85,240,No,1,Rural,Y
LN1661,Customer_1761,Male,No,2,Graduate,No,61697,18610,Yes,373,180,Yes,0,Rural,Y
LN1662,Customer_1762,Male,No,1,Graduate,Yes,38903,1340,Yes,512,240,Unknown,0,Urban,N
LN1663,Customer_1763,Female,Yes,1,Graduate,Yes,70813,41638,Yes,444,180,Unknown,0,Rural,N
LN1664,Customer_1764,Other,No,3,Not Graduate,No,43970,41575,Yes,616,180,Unknown,1,Rural,Y
LN1665,Customer_1765,Female,Yes,1,Not Graduate,No,70192,7983,Yes,98,360,Yes,1,Semiurban,Y
LN1666,Customer_1766,Male,Yes,3,Not Graduate,Yes,45207,41809,Yes,512,240,No,1,Semiurban,Y
LN1667,Customer_1767,Male,Yes,3,Not Graduate,No,53812,34775,Yes,362,120,Unknown,0,Semiurban,Y
LN1668,Customer_1768,Female,No,3,Graduate,No,35403,48411,Yes,404,60,Unknown,0,Semiurban,N
LN1669,Customer_1769,Other,Yes,2,Graduate,Yes,37531,32088,Yes,392,240,Unknown,1,Semiurban,Y
LN1670,Customer_1770,Other,Yes,3,Graduate,Yes,67009,45782,Yes,104,240,No,1,Urban,Y
LN1671,Customer_1771,Male,No,1,Not Graduate,No,18413,27360,Yes,361,60,Unknown,0,Rural,N
LN1672,Customer_1772,Male,Yes,2,Not Graduate,No,43633,Unknown,Yes,309,180,Unknown,1,Semiurban,Y
LN1673,Customer_1773,Other,No,1,Not Graduate,No,680320,25379,Yes,691,180,Unknown,0,Semiurban,N
LN1674,Customer_1774,Female,Yes,2,Not Graduate,No,38385,46661,Yes,137,120,Unknown,1,Rural,Y
LN1675,Customer_1775,Male,No,1,Graduate,No,53578,8554,Yes,369,60,No,0,Urban,N
LN1676,Customer_1776,Male,Yes,0,Graduate,No,31235,113330,Yes,439,60,Unknown,0,Rural,Y
LN1677,Customer_1777,Other,Yes,0,Graduate,Yes,73744,40407,Yes,319,120,Unknown,1,Semiurban,Y
LN1678,Customer_1778,Female,No,0,Not Graduate,Yes,31485,18405,Yes,509,60,Yes,1,Urban,Y
LN1679,Customer_1779,Other,Yes,1,Not Graduate,No,16182,511850,Yes,410,180,Yes,0,Urban,N
LN1680,Customer_1780,Female,No,2,Not Graduate,No,74758,2569,Yes,175,240,Unknown,1,Urban,Y
LN1681,Customer_1781,Female,Yes,3,Not Graduate,Yes,17480,23765,Yes,234,180,Unknown,0,Rural,Y
LN1682,Customer_1782,Female,No,3,Not Graduate,No,59960,27606,Yes,414,300,Unknown,1,Rural,Y
LN1683,Customer_1783,Male,Yes,1,Not Graduate,Yes,54213,47620,Yes,591,300,Unknown,1,Rural,N
LN1684,Customer_1784,Other,Yes,1,Graduate,No,66094,11578,Yes,57,180,Unknown,0,Semiurban,Y
LN1685,Customer_1785,Other,Yes,1,Not Graduate,No,48057,38822,Yes,463,120,Unknown,1,Urban,Y
LN1686,Customer_1786,Female,No,1,Not Graduate,No,38061,48880,Yes,181,180,Unknown,1,Semiurban,Y
LN1687,Customer_1787,Male,No,3,Not Graduate,No,18789,30202,Yes,405,240,Yes,0,Urban,N
LN1688,Customer_1788,Male,No,2,Graduate,Yes,32107,14427,Yes,372,300,Yes,1,Urban,N
LN1689,Customer_1789,Other,No,3,Graduate,Yes,29287,24381,Yes,151,360,Yes,1,Urban,N
LN1690,Customer_1790,Male,No,1,Not Graduate,Yes,18014,37226,Yes,515,120,Unknown,0,Urban,N
LN1691,Customer_1791,Male,Yes,0,Graduate,Yes,11574,18469,Yes,478,360,Unknown,0,Urban,N
LN1692,Customer_1792,Female,Yes,3,Graduate,No,Unknown,19095,Yes,124,120,Unknown,0,Urban,N
LN1693,Customer_1793,Male,Yes,0,Graduate,Yes,20467,39615,Yes,149,360,Yes,1,Urban,N
LN1694,Customer_1794,Female,Yes,0,Not Graduate,Yes,46477,31210,Yes,285,360,Yes,0,Rural,N
LN1695,Customer_1795,Other,Yes,1,Graduate,Yes,57354,5802,Yes,318,60,Yes,0,Rural,N
LN1696,Customer_1796,Male,No,3,Graduate,No,67965,37997,Yes,616,180,Unknown,0,Semiurban,N
LN1697,Customer_1797,Other,Yes,2,Graduate,No,24880,49295,Yes,303,120,Unknown,1,Urban,N
LN1698,Customer_1798,Other,No,3,Not Graduate,No,30251,11841,Yes,378,60,Unknown,1,Semiurban,Y
LN1699,Customer_1799,Male,Yes,2,Graduate,No,55546,15169,Yes,348,300,Yes,1,Rural,Y
LN1700,Customer_1800,Male,No,2,Not Graduate,No,47016,36036,Yes,419,360,Yes,1,Semiurban,Y
LN1701,Customer_1801,Other,No,1,Graduate,Yes,29889,42029,Yes,308,180,Unknown,0,Semiurban,Y
LN1702,Customer_1802,Male,No,2,Not Graduate,Yes,28979,46651,Yes,277,240,Unknown,0,Urban,Y
LN1703,Customer_1803,Female,Yes,3,Not Graduate,Yes,64516,34953,Yes,426,120,Unknown,0,Semiurban,N
LN1704,Customer_1804,Female,Yes,3,Not Graduate,Yes,51741,18921,Yes,194,120,Unknown,1,Semiurban,Y
LN1705,Customer_1805,Male,Yes,0,Not Graduate,No,68035,47505,Yes,129,300,No,0,Semiurban,N
LN1706,Customer_1806,Other,Yes,2,Not Graduate,Yes,60133,6745,Yes,88,360,Unknown,1,Rural,Y
LN1707,Customer_1807,Male,No,1,Graduate,No,16360,31443,Yes,146,180,No,0,Urban,N
LN1708,Customer_1808,Male,No,1,Graduate,No,69939,15016,Yes,295,360,Unknown,1,Urban,Y
LN1709,Customer_1809,Other,No,3,Graduate,Yes,39088,13219,Yes,382,180,Unknown,1,Urban,Y
LN1710,Customer_1810,Other,No,2,Not Graduate,Yes,17020,47728,Yes,637,300,Unknown,0,Urban,N
LN1711,Customer_1811,Female,Yes,1,Not Graduate,Yes,10420,29012,Yes,452,360,Unknown,0,Rural,N
LN1712,Customer_1812,Other,No,2,Not Graduate,Yes,36637,22081,Yes,327,240,Unknown,1,Urban,Y
LN1713,Customer_1813,Female,Yes,2,Graduate,Yes,42210,301,Yes,57,300,Unknown,1,Semiurban,Y
LN1714,Customer_1814,Other,No,0,Not Graduate,No,34453,18549,Yes,413,300,Unknown,0,Rural,N
LN1715,Customer_1815,Male,No,1,Not Graduate,Yes,12275,34528,Yes,501,120,Unknown,0,Semiurban,N
LN1716,Customer_1816,Female,No,0,Not Graduate,No,33052,12438,Yes,301,180,Unknown,1,Rural,N
LN1717,Customer_1817,Female,Yes,1,Not Graduate,No,36741,5286,Yes,67,60,Unknown,0,Urban,N
LN1718,Customer_1818,Female,Yes,2,Graduate,Yes,34613,35422,Yes,439,360,Unknown,1,Urban,N
LN1719,Customer_1819,Male,No,1,Not Graduate,No,51162,21251,Yes,291,180,Yes,1,Rural,Y
LN1720,Customer_1820,Male,No,3,Not Graduate,No,35199,30466,Yes,302,300,Unknown,0,Urban,N
LN1721,Customer_1821,Male,No,2,Not Graduate,No,20572,428600,Yes,53,360,Unknown,0,Rural,N
LN1722,Customer_1822,Male,Yes,1,Not Graduate,No,8147,6580,Yes,422,240,Unknown,0,Urban,N
LN1723,Customer_1823,Male,Yes,0,Graduate,No,6443,17015,Yes,474,180,Yes,0,Rural,N
LN1724,Customer_1824,Female,Yes,0,Not Graduate,Yes,74220,48201,Yes,228,180,Unknown,1,Urban,Y
LN1725,Customer_1825,Male,No,2,Graduate,Yes,16595,12383,Yes,61,240,Unknown,1,Urban,N
LN1726,Customer_1826,Female,Yes,0,Graduate,Yes,69857,28963,Yes,342,60,Unknown,0,Rural,N
LN1727,Customer_1827,Male,No,2,Not Graduate,No,17810,15536,Yes,308,60,Unknown,0,Semiurban,N
LN1728,Customer_1828,Other,Yes,2,Not Graduate,No,9740,34842,Yes,478,300,Yes,1,Urban,Y
LN1729,Customer_1829,Female,No,2,Graduate,Yes,35712,15156,Yes,646,60,Unknown,1,Rural,N
LN1730,Customer_1830,Other,No,1,Not Graduate,No,8468,4400,Yes,344,180,Yes,1,Urban,Y
LN1731,Customer_1831,Female,Yes,2,Not Graduate,No,15704,43877,Yes,382,120,Unknown,0,Urban,N
LN1732,Customer_1832,Other,No,0,Graduate,No,68974,25344,Yes,161,120,Unknown,1,Semiurban,Y
LN1733,Customer_1833,Male,No,3,Graduate,No,68700,48045,Yes,255,360,Unknown,1,Rural,Y
LN1734,Customer_1834,Male,No,1,Graduate,No,8678,32573,Yes,271,240,Yes,0,Semiurban,N
LN1735,Customer_1835,Male,Yes,0,Graduate,Yes,67882,24780,Yes,579,300,Yes,1,Urban,Y
LN1736,Customer_1836,Female,No,2,Graduate,Yes,59987,661,Yes,62,120,Unknown,0,Rural,N
LN1737,Customer_1837,Other,Yes,2,Graduate,No,39105,678,Yes,319,360,Unknown,0,Semiurban,N
LN1738,Customer_1838,Male,Yes,3,Not Graduate,Yes,20371,6363,Yes,602,360,Yes,1,Rural,Y
LN1739,Customer_1839,Other,No,0,Not Graduate,Yes,38297,33067,Yes,89,60,Yes,0,Urban,N
LN1740,Customer_1840,Other,Yes,1,Not Graduate,No,31753,16641,Yes,554,180,Unknown,1,Urban,Y
LN1741,Customer_1841,Male,No,0,Not Graduate,Yes,8756,19146,Yes,650,300,Unknown,0,Semiurban,N
LN1742,Customer_1842,Male,Yes,2,Not Graduate,Yes,43873,33007,Yes,662,60,Yes,1,Urban,Y
LN1743,Customer_1843,Other,No,1,Not Graduate,No,63630,44505,Yes,264,60,Unknown,1,Rural,Y
LN1744,Customer_1844,Male,Yes,2,Not Graduate,Yes,326030,23707,Yes,353,120,Unknown,1,Urban,N
LN1745,Customer_1845,Male,No,2,Not Graduate,No,26308,27088,Yes,571,240,Unknown,1,Semiurban,N
LN1746,Customer_1846,Male,No,0,Not Graduate,Yes,34256,37058,Yes,170,60,Yes,1,Urban,Y
LN1747,Customer_1847,Female,No,3,Graduate,Yes,58814,30989,Yes,359,180,Yes,0,Semiurban,Y
LN1748,Customer_1848,Other,No,2,Graduate,Yes,35961,5647,Yes,354,120,Unknown,1,Semiurban,Y
LN1749,Customer_1849,Other,Yes,0,Not Graduate,Yes,54641,14064,Yes,475,360,Unknown,0,Semiurban,N
LN1750,Customer_1850,Female,Yes,1,Not Graduate,No,29433,39474,Yes,508,60,Unknown,0,Semiurban,N
LN1751,Customer_1851,Other,No,3,Graduate,No,32731,45411,Yes,645,240,No,0,Rural,N
LN1752,Customer_1852,Male,Yes,2,Graduate,Yes,9401,31195,Yes,251,360,Unknown,1,Semiurban,Y
LN1753,Customer_1853,Other,No,2,Graduate,No,21445,Unknown,Yes,611,60,Unknown,1,Rural,Y
LN1754,Customer_1854,Male,No,1,Not Graduate,No,64012,28979,Yes,461,180,Unknown,0,Rural,N
LN1755,Customer_1855,Female,Yes,0,Graduate,Yes,74819,39539,Yes,269,240,Unknown,1,Rural,Y
LN1756,Customer_1856,Male,Yes,2,Graduate,Yes,28970,23992,Yes,204,240,No,1,Urban,Y
LN1757,Customer_1857,Other,No,1,Graduate,No,65890,33288,Yes,658,180,Unknown,1,Semiurban,Y
LN1758,Customer_1858,Other,Yes,2,Not Graduate,No,14360,5642,Yes,373,360,Unknown,0,Semiurban,N
LN1759,Customer_1859,Other,No,0,Graduate,No,57613,46698,Yes,660,60,Unknown,0,Urban,N
LN1760,Customer_1860,Female,Yes,3,Not Graduate,No,67357,3884,Yes,389,240,Unknown,1,Semiurban,Y
LN1761,Customer_1861,Female,Yes,0,Graduate,Yes,35235,48385,Yes,439,300,Unknown,1,Urban,Y
LN1762,Customer_1862,Other,Yes,0,Graduate,No,13428,35509,Yes,235,300,Yes,0,Semiurban,N
LN1763,Customer_1863,Male,Yes,0,Not Graduate,No,Unknown,31649,Yes,183,60,Unknown,1,Rural,Y
LN1764,Customer_1864,Female,Yes,1,Graduate,No,72419,13481,Yes,196,360,Yes,0,Rural,Y
LN1765,Customer_1865,Other,No,2,Graduate,Yes,40821,36300,Yes,162,240,Yes,1,Rural,Y
LN1766,Customer_1866,Other,Yes,3,Graduate,No,51001,30532,Yes,578,360,Unknown,0,Semiurban,N
LN1767,Customer_1867,Female,Yes,1,Not Graduate,No,42633,33418,Yes,482,300,Unknown,0,Rural,N
LN1768,Customer_1868,Female,No,0,Not Graduate,Yes,17407,11036,Yes,436,240,Yes,1,Urban,N
LN1769,Customer_1869,Female,No,3,Not Graduate,Yes,21080,2158,Yes,415,240,Unknown,0,Semiurban,N
LN1770,Customer_1870,Male,No,0,Graduate,No,10407,19035,Yes,83,60,Unknown,0,Semiurban,N
LN1771,Customer_1871,Male,Yes,0,Not Graduate,Yes,43013,43227,Yes,111,60,Unknown,0,Semiurban,N
LN1772,Customer_1872,Other,Yes,0,Graduate,No,40433,9220,Yes,493,60,Unknown,1,Rural,N
LN1773,Customer_1873,Female,No,3,Graduate,No,66948,9747,Yes,245,60,Unknown,1,Rural,Y
LN1774,Customer_1874,Male,No,2,Graduate,Yes,7220,46692,Yes,136,360,Unknown,1,Urban,N
LN1775,Customer_1875,Female,No,0,Graduate,Yes,65474,40230,Yes,684,240,Unknown,0,Urban,N
LN1776,Customer_1876,Other,No,2,Graduate,Yes,25554,24513,Yes,303,360,Unknown,1,Semiurban,N
LN1777,Customer_1877,Male,Yes,3,Graduate,No,68847,448060,Yes,176,120,Unknown,0,Urban,N
LN1778,Customer_1878,Male,Yes,3,Graduate,Yes,Unknown,41472,Yes,211,120,Yes,1,Semiurban,Y
LN1779,Customer_1879,Male,Yes,0,Graduate,No,18980,16502,Yes,365,300,Unknown,1,Rural,Y
LN1780,Customer_1880,Other,Yes,2,Not Graduate,Yes,53748,49411,Yes,221,300,Unknown,0,Rural,N
LN1781,Customer_1881,Female,Yes,2,Not Graduate,No,68657,5518,Yes,448,180,Unknown,1,Semiurban,Y
LN1782,Customer_1882,Male,No,0,Graduate,No,36518,40349,Yes,380,120,Unknown,0,Rural,Y
LN1783,Customer_1883,Other,Yes,1,Not Graduate,Yes,52257,6277,Yes,408,120,Unknown,1,Rural,Y
LN1784,Customer_1884,Female,No,1,Not Graduate,Yes,9934,10341,Yes,301,60,Unknown,0,Rural,N
LN1785,Customer_1885,Other,No,3,Not Graduate,No,15855,47558,Yes,58,60,Yes,1,Semiurban,N
LN1786,Customer_1886,Female,No,3,Graduate,Yes,20628,23613,Yes,288,180,Unknown,1,Urban,Y
LN1787,Customer_1887,Other,Yes,1,Not Graduate,Yes,26249,959,Yes,84,360,Unknown,0,Semiurban,Y
LN1788,Customer_1888,Female,No,1,Graduate,Yes,39050,49717,Yes,665,120,Yes,1,Semiurban,N
LN1789,Customer_1889,Male,Yes,1,Not Graduate,Yes,5275,5936,Yes,432,60,Yes,0,Rural,Y
LN1790,Customer_1890,Female,No,0,Not Graduate,Yes,Unknown,28678,Yes,250,120,Unknown,1,Rural,Y
LN1791,Customer_1891,Other,Yes,0,Not Graduate,Yes,56734,13155,Yes,282,300,Unknown,1,Urban,Y
LN1792,Customer_1892,Other,No,0,Graduate,Yes,40834,23042,Yes,677,180,Unknown,1,Semiurban,Y
LN1793,Customer_1893,Female,Yes,0,Graduate,No,29999,18763,Yes,545,180,Unknown,0,Urban,N
LN1794,Customer_1894,Male,No,0,Graduate,Yes,42142,11642,Yes,126,300,Yes,0,Urban,Y
LN1795,Customer_1895,Male,No,0,Graduate,No,12295,41404,Yes,267,120,Unknown,1,Semiurban,N
LN1796,Customer_1896,Female,No,3,Graduate,Yes,59929,19923,Yes,423,240,Unknown,0,Urban,N
LN1797,Customer_1897,Female,No,2,Graduate,No,32867,16296,Yes,102,180,Unknown,0,Semiurban,N
LN1798,Customer_1898,Other,Yes,3,Graduate,No,9286,18719,Yes,645,120,Unknown,0,Semiurban,N
LN1799,Customer_1899,Male,Yes,2,Graduate,Yes,29290,9227,Yes,307,360,Unknown,1,Urban,N
LN1800,Customer_1900,Female,Yes,3,Graduate,Yes,7149,3044,Yes,181,180,Unknown,1,Urban,Y
LN1801,Customer_1901,Male,No,3,Not Graduate,Yes,62587,48231,Yes,444,300,Unknown,1,Semiurban,Y
LN1802,Customer_1902,Female,No,0,Not Graduate,Yes,70881,34054,Yes,644,180,Unknown,1,Rural,Y
LN1803,Customer_1903,Female,No,0,Graduate,No,24933,9650,Yes,298,300,Yes,1,Rural,N
LN1804,Customer_1904,Male,No,2,Not Graduate,No,21082,10412,Yes,447,360,Unknown,0,Semiurban,N
LN1805,Customer_1905,Female,No,2,Not Graduate,Yes,13863,34398,Yes,118,120,Unknown,1,Rural,Y
LN1806,Customer_1906,Female,No,0,Graduate,No,9984,31040,Yes,472,300,Unknown,1,Urban,N
LN1807,Customer_1907,Other,Yes,3,Graduate,Yes,58189,20411,Yes,389,300,Unknown,1,Urban,Y
LN1808,Customer_1908,Female,Yes,2,Not Graduate,No,41024,48842,Yes,423,60,Unknown,1,Rural,N
LN1809,Customer_1909,Female,Yes,1,Graduate,Yes,52430,19500,Yes,323,360,Unknown,1,Rural,Y
LN1810,Customer_1910,Female,Yes,1,Not Graduate,No,70004,38433,Yes,306,240,Unknown,1,Semiurban,Y
LN1811,Customer_1911,Other,Yes,1,Graduate,Yes,12132,14546,Yes,565,180,Unknown,1,Urban,N
LN1812,Customer_1912,Male,Yes,2,Not Graduate,No,38086,27530,Yes,317,60,Unknown,0,Rural,N
LN1813,Customer_1913,Other,Yes,0,Graduate,Yes,17462,13024,Yes,406,240,Yes,0,Rural,N
LN1814,Customer_1914,Other,Yes,0,Not Graduate,Yes,49349,29088,Yes,357,180,No,0,Rural,N
LN1815,Customer_1915,Male,No,0,Not Graduate,No,25323,49415,Yes,651,360,Unknown,0,Rural,N
LN1816,Customer_1916,Other,No,2,Not Graduate,No,21167,22828,Yes,576,360,Unknown,0,Urban,N
LN1817,Customer_1917,Male,No,2,Not Graduate,No,13067,38343,Yes,697,240,Unknown,0,Semiurban,N
LN1818,Customer_1918,Other,No,1,Graduate,No,58782,23777,Yes,540,360,Yes,1,Urban,Y
LN1819,Customer_1919,Male,No,2,Not Graduate,No,64987,36967,Yes,688,120,Unknown,0,Semiurban,N
LN1820,Customer_1920,Female,No,1,Graduate,Yes,6226,8412,Yes,687,240,Unknown,1,Rural,N
LN1821,Customer_1921,Other,No,1,Not Graduate,No,28561,49485,Yes,247,300,Unknown,0,Rural,N
LN1822,Customer_1922,Other,Yes,0,Graduate,No,39738,42284,Yes,400,300,Yes,1,Semiurban,Y
LN1823,Customer_1923,Other,Yes,2,Not Graduate,No,34655,46564,Yes,267,360,Unknown,0,Rural,N
LN1824,Customer_1924,Other,No,0,Graduate,No,21854,42440,Yes,57,360,Unknown,0,Urban,N
LN1825,Customer_1925,Female,Yes,0,Not Graduate,Yes,630460,33203,Yes,280,180,Unknown,1,Semiurban,Y
LN1826,Customer_1926,Other,Yes,2,Not Graduate,Yes,51675,23261,Yes,142,240,Unknown,0,Rural,N
LN1827,Customer_1927,Female,Yes,2,Graduate,Yes,47133,42,Yes,65,60,Unknown,0,Rural,N
LN1828,Customer_1928,Female,Yes,3,Not Graduate,Yes,38915,47313,Yes,674,240,Unknown,1,Rural,Y
LN1829,Customer_1929,Female,Yes,1,Not Graduate,No,66388,17349,Yes,245,120,Yes,0,Semiurban,N
LN1830,Customer_1930,Female,No,3,Not Graduate,Yes,367370,28682,Yes,513,300,Unknown,1,Urban,Y
LN1831,Customer_1931,Male,Yes,1,Not Graduate,Yes,10901,215,Yes,254,300,Unknown,1,Urban,Y
LN1832,Customer_1932,Male,No,1,Graduate,No,13001,11427,Yes,629,120,Unknown,0,Rural,Y
LN1833,Customer_1933,Other,No,1,Not Graduate,No,34811,20704,Yes,176,180,No,0,Semiurban,N
LN1834,Customer_1934,Male,No,0,Graduate,No,62489,30432,Yes,209,120,Yes,0,Semiurban,N
LN1835,Customer_1935,Male,Yes,0,Graduate,No,40896,2705,Yes,550,180,Unknown,0,Semiurban,N
LN1836,Customer_1936,Other,No,2,Graduate,No,63919,16062,Yes,515,180,Yes,1,Rural,Y
LN1837,Customer_1937,Other,No,1,Graduate,No,43927,41732,Yes,547,60,Unknown,0,Urban,N
LN1838,Customer_1938,Other,No,1,Not Graduate,Yes,35330,20495,Yes,497,180,No,0,Semiurban,N
LN1839,Customer_1939,Male,No,1,Not Graduate,Yes,74696,347040,Yes,513,360,Unknown,0,Urban,Y
LN1840,Customer_1940,Male,Yes,0,Graduate,No,46570,31233,Yes,391,360,Unknown,0,Semiurban,N
LN1841,Customer_1941,Other,No,2,Not Graduate,Yes,29851,27731,Yes,557,180,Unknown,0,Semiurban,N
LN1842,Customer_1942,Female,No,0,Not Graduate,No,24185,8122,Yes,333,120,No,1,Urban,Y
LN1843,Customer_1943,Other,No,3,Graduate,No,73893,8249,Yes,200,120,Yes,1,Semiurban,N
LN1844,Customer_1944,Female,No,3,Graduate,Yes,59700,29656,Yes,624,120,Unknown,0,Urban,N
LN1845,Customer_1945,Female,Yes,3,Graduate,Yes,73300,4946,Yes,262,360,Unknown,1,Semiurban,Y
LN1846,Customer_1946,Other,No,2,Not Graduate,Yes,63723,30207,Yes,634,60,Unknown,0,Urban,N
LN1847,Customer_1947,Other,No,3,Graduate,Yes,13037,11881,Yes,371,180,Unknown,1,Rural,Y
LN1848,Customer_1948,Other,No,2,Graduate,Yes,37105,4743,Yes,237,300,Unknown,0,Semiurban,N
LN1849,Customer_1949,Male,No,0,Not Graduate,No,8420,18227,Yes,621,120,Unknown,0,Semiurban,Y
LN1850,Customer_1950,Female,No,0,Not Graduate,Yes,Unknown,49612,Yes,232,60,Unknown,1,Urban,Y
LN1851,Customer_1951,Male,No,2,Not Graduate,Yes,14444,9160,Yes,433,360,Unknown,1,Urban,Y
LN1852,Customer_1952,Male,Yes,0,Not Graduate,No,70062,32068,Yes,74,240,Unknown,1,Urban,Y
LN1853,Customer_1953,Other,No,0,Not Graduate,Yes,47527,13521,Yes,586,180,No,1,Urban,Y
LN1854,Customer_1954,Male,Yes,2,Not Graduate,Yes,11793,7292,Yes,363,120,Unknown,0,Rural,N
LN1855,Customer_1955,Other,Yes,3,Not Graduate,Yes,39382,7629,Yes,87,360,Unknown,1,Semiurban,Y
LN1856,Customer_1956,Female,No,2,Not Graduate,Yes,5149,289,Yes,351,240,Unknown,1,Semiurban,N
LN1857,Customer_1957,Other,Yes,1,Graduate,Yes,44347,27861,Yes,418,180,No,0,Semiurban,N
LN1858,Customer_1958,Male,No,0,Not Graduate,No,55832,15791,Yes,149,300,Unknown,1,Rural,Y
LN1859,Customer_1959,Male,Yes,2,Graduate,Yes,22666,42080,Yes,437,180,Unknown,1,Urban,N
LN1860,Customer_1960,Other,No,0,Not Graduate,Yes,5696,22776,Yes,495,180,Yes,0,Rural,N
LN1861,Customer_1961,Other,Yes,3,Not Graduate,No,35173,32246,Yes,519,120,Unknown,1,Semiurban,Y
LN1862,Customer_1962,Male,Yes,0,Graduate,Yes,15626,25308,Yes,104,60,Unknown,1,Semiurban,N
LN1863,Customer_1963,Female,No,2,Not Graduate,No,50287,19960,Yes,545,180,Unknown,0,Urban,N
LN1864,Customer_1964,Female,Yes,3,Graduate,No,56303,15450,Yes,633,240,Unknown,0,Urban,N
