,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status,Has_CreditCard
1779,Male,Yes,0,Graduate,No,18980,16502,365,300,1,Rural,Y,Yes
1780,Other,Yes,2,Not Graduate,Yes,53748,49411,221,300,0,Rural,N,Yes
1781,Female,Yes,2,Not Graduate,No,68657,5518,448,180,1,Semiurban,Y,Yes
1782,Male,No,0,Graduate,No,36518,40349,380,120,0,Rural,Y,Yes
1783,Other,Yes,1,Not Graduate,Yes,52257,6277,408,120,1,Rural,Y,Yes
1784,Female,No,1,Not Graduate,Yes,9934,10341,301,60,0,Rural,N,Yes
1785,Other,No,3,Not Graduate,No,15855,47558,58,60,1,Semiurban,N,Yes
1786,Female,No,3,Graduate,Yes,20628,23613,288,180,1,Urban,Y,Yes
1787,Other,Yes,1,Not Graduate,Yes,26249,959,84,360,0,Semiurban,Y,Yes
1788,Female,No,1,Graduate,Yes,39050,49717,665,120,1,Semiurban,N,Yes
1789,Male,Yes,1,Not Graduate,Yes,5275,5936,432,60,0,Rural,Y,Yes
1790,Female,No,0,Not Graduate,Yes,42767,28678,250,120,1,Rural,Y,Yes
1791,Other,Yes,0,Not Graduate,Yes,56734,13155,282,300,1,Urban,Y,Yes
1792,Other,No,0,Graduate,Yes,40834,23042,677,180,1,Semiurban,Y,Yes
1793,Female,Yes,0,Graduate,No,29999,18763,545,180,0,Urban,N,Yes
1794,Male,No,0,Graduate,Yes,42142,11642,126,300,0,Urban,Y,Yes
1795,Male,No,0,Graduate,No,12295,41404,267,120,1,Semiurban,N,Yes
1796,Female,No,3,Graduate,Yes,59929,19923,423,240,0,Urban,N,Yes
1797,Female,No,2,Graduate,No,32867,16296,102,180,0,Semiurban,N,Yes
1798,Other,Yes,3,Graduate,No,9286,18719,645,120,0,Semiurban,N,Yes
1799,Male,Yes,2,Graduate,Yes,29290,9227,307,360,1,Urban,N,Yes
1800,Female,Yes,3,Graduate,Yes,7149,3044,181,180,1,Urban,Y,Yes
1801,Male,No,3,Not Graduate,Yes,62587,48231,444,300,1,Semiurban,Y,Yes
1802,Female,No,0,Not Graduate,Yes,70881,34054,644,180,1,Rural,Y,Yes
1803,Female,No,0,Graduate,No,24933,9650,298,300,1,Rural,N,Yes
1804,Male,No,2,Not Graduate,No,21082,10412,447,360,0,Semiurban,N,Yes
1805,Female,No,2,Not Graduate,Yes,13863,34398,118,120,1,Rural,Y,Yes
1806,Female,No,0,Graduate,No,9984,31040,472,300,1,Urban,N,Yes
1807,Other,Yes,3,Graduate,Yes,58189,20411,389,300,1,Urban,Y,Yes
1808,Female,Yes,2,Not Graduate,No,41024,48842,423,60,1,Rural,N,Yes
1809,Female,Yes,1,Graduate,Yes,52430,19500,323,360,1,Rural,Y,Yes
1810,Female,Yes,1,Not Graduate,No,70004,38433,306,240,1,Semiurban,Y,Yes
1811,Other,Yes,1,Graduate,Yes,12132,14546,565,180,1,Urban,N,Yes
1812,Male,Yes,2,Not Graduate,No,38086,27530,317,60,0,Rural,N,Yes
1813,Other,Yes,0,Graduate,Yes,17462,13024,406,240,0,Rural,N,Yes
1814,Other,Yes,0,Not Graduate,Yes,49349,29088,357,180,0,Rural,N,Yes
1815,Male,No,0,Not Graduate,No,25323,49415,651,360,0,Rural,N,Yes
1816,Other,No,2,Not Graduate,No,21167,22828,576,360,0,Urban,N,Yes
1817,Male,No,2,Not Graduate,No,13067,38343,697,240,0,Semiurban,N,Yes
1818,Other,No,1,Graduate,No,58782,23777,540,360,1,Urban,Y,Yes
1819,Male,No,2,Not Graduate,No,64987,36967,688,120,0,Semiurban,N,Yes
1820,Female,No,1,Graduate,Yes,6226,8412,687,240,1,Rural,N,Yes
1821,Other,No,1,Not Graduate,No,28561,49485,247,300,0,Rural,N,Yes
1822,Other,Yes,0,Graduate,No,39738,42284,400,300,1,Semiurban,Y,Yes
1823,Other,Yes,2,Not Graduate,No,34655,46564,267,360,0,Rural,N,Yes
1824,Other,No,0,Graduate,No,21854,42440,57,360,0,Urban,N,Yes
1826,Other,Yes,2,Not Graduate,Yes,51675,23261,142,240,0,Rural,N,Yes
1827,Female,Yes,2,Graduate,Yes,47133,42,65,60,0,Rural,N,Yes
1828,Female,Yes,3,Not Graduate,Yes,38915,47313,674,240,1,Rural,Y,Yes
1829,Female,Yes,1,Not Graduate,No,66388,17349,245,120,0,Semiurban,N,Yes
1831,Male,Yes,1,Not Graduate,Yes,10901,215,254,300,1,Urban,Y,Yes
1832,Male,No,1,Graduate,No,13001,11427,629,120,0,Rural,Y,Yes
1833,Other,No,1,Not Graduate,No,34811,20704,176,180,0,Semiurban,N,Yes
1834,Male,No,0,Graduate,No,62489,30432,209,120,0,Semiurban,N,Yes
1835,Male,Yes,0,Graduate,No,40896,2705,550,180,0,Semiurban,N,Yes
1836,Other,No,2,Graduate,No,63919,16062,515,180,1,Rural,Y,Yes
1837,Other,No,1,Graduate,No,43927,41732,547,60,0,Urban,N,Yes
1838,Other,No,1,Not Graduate,Yes,35330,20495,497,180,0,Semiurban,N,Yes
1840,Male,Yes,0,Graduate,No,46570,31233,391,360,0,Semiurban,N,Yes
1841,Other,No,2,Not Graduate,Yes,29851,27731,557,180,0,Semiurban,N,Yes
1842,Female,No,0,Not Graduate,No,24185,8122,333,120,1,Urban,Y,Yes
1843,Other,No,3,Graduate,No,73893,8249,200,120,1,Semiurban,N,Yes
1844,Female,No,3,Graduate,Yes,59700,29656,624,120,0,Urban,N,Yes
1845,Female,Yes,3,Graduate,Yes,73300,4946,262,360,1,Semiurban,Y,Yes
1846,Other,No,2,Not Graduate,Yes,63723,30207,634,60,0,Urban,N,Yes
1847,Other,No,3,Graduate,Yes,13037,11881,371,180,1,Rural,Y,Yes
1848,Other,No,2,Graduate,Yes,37105,4743,237,300,0,Semiurban,N,Yes
1849,Male,No,0,Not Graduate,No,8420,18227,621,120,0,Semiurban,Y,Yes
1850,Female,No,0,Not Graduate,Yes,49791,49612,232,60,1,Urban,Y,Yes
1851,Male,No,2,Not Graduate,Yes,14444,9160,433,360,1,Urban,Y,Yes
1852,Male,Yes,0,Not Graduate,No,70062,32068,74,240,1,Urban,Y,Yes
1853,Other,No,0,Not Graduate,Yes,47527,13521,586,180,1,Urban,Y,Yes
1854,Male,Yes,2,Not Graduate,Yes,11793,7292,363,120,0,Rural,N,Yes
1855,Other,Yes,3,Not Graduate,Yes,39382,7629,87,360,1,Semiurban,Y,Yes
1856,Female,No,2,Not Graduate,Yes,5149,289,351,240,1,Semiurban,N,Yes
1857,Other,Yes,1,Graduate,Yes,44347,27861,418,180,0,Semiurban,N,Yes
1858,Male,No,0,Not Graduate,No,55832,15791,149,300,1,Rural,Y,Yes
1859,Male,Yes,2,Graduate,Yes,22666,42080,437,180,1,Urban,N,Yes
1860,Other,No,0,Not Graduate,Yes,5696,22776,495,180,0,Rural,N,Yes
1861,Other,Yes,3,Not Graduate,No,35173,32246,519,120,1,Semiurban,Y,Yes
1862,Male,Yes,0,Graduate,Yes,15626,25308,104,60,1,Semiurban,N,Yes
1863,Female,No,2,Not Graduate,No,50287,19960,545,180,0,Urban,N,Yes
1864,Female,Yes,3,Graduate,No,56303,15450,633,240,0,Urban,N,Yes
1865,Other,Yes,3,Not Graduate,No,47793,39616,176,240,0,Rural,N,Yes
1866,Female,Yes,3,Graduate,Yes,34291,3782,370,180,0,Semiurban,Y,Yes
1867,Male,Yes,1,Graduate,Yes,49207,39683,117,180,1,Rural,Y,Yes
1868,Other,Yes,2,Not Graduate,Yes,36484,45631,445,60,1,Semiurban,Y,Yes
1869,Male,No,2,Graduate,Yes,8758,4937,202,240,0,Urban,Y,Yes
1870,Male,Yes,3,Graduate,No,67495,10983,198,240,0,Urban,Y,Yes
1871,Female,Yes,0,Not Graduate,No,35251,30434,452,120,1,Semiurban,Y,Yes
1872,Other,No,3,Not Graduate,No,55807,10230,275,300,1,Urban,Y,Yes
1873,Other,No,1,Graduate,Yes,54774,30886,359,240,1,Semiurban,Y,Yes
1874,Female,No,3,Not Graduate,No,54641,31994,468,300,0,Urban,N,Yes
1875,Male,Yes,2,Graduate,Yes,21306,11710,564,300,0,Urban,N,Yes
1876,Male,Yes,3,Graduate,No,74814,46265,338,240,0,Rural,N,Yes
1877,Male,Yes,0,Graduate,No,60267,20442,250,60,0,Urban,N,Yes
1878,Male,Yes,2,Not Graduate,No,60201,44477,568,60,0,Semiurban,N,Yes
1879,Other,No,0,Not Graduate,Yes,39797,31881,217,120,0,Semiurban,N,Yes
1880,Other,No,3,Graduate,No,6063,18540,386,180,0,Semiurban,N,Yes
1881,Female,Yes,2,Graduate,No,46147,47529,344,60,0,Rural,N,Yes
1882,Female,Yes,1,Graduate,Yes,61827,4437,429,360,0,Semiurban,N,Yes
1883,Other,Yes,2,Not Graduate,No,72428,44010,60,180,1,Rural,Y,Yes
1884,Other,Yes,0,Graduate,No,23604,3920,406,360,1,Rural,N,Yes
1885,Male,No,2,Not Graduate,Yes,29484,14713,180,240,1,Urban,N,Yes
1886,Male,No,1,Graduate,Yes,45330,1127,254,180,0,Urban,Y,Yes
1887,Female,Yes,1,Graduate,Yes,62321,9182,485,180,1,Rural,Y,Yes
1888,Other,No,1,Graduate,Yes,52127,19870,365,360,0,Semiurban,N,Yes
1889,Female,Yes,1,Graduate,No,18828,37495,653,120,0,Rural,N,Yes
1890,Other,Yes,0,Not Graduate,No,7957,42385,363,60,1,Urban,N,Yes
1891,Male,No,2,Not Graduate,Yes,21671,5509,535,240,1,Rural,N,Yes
1892,Female,Yes,3,Not Graduate,No,61580,5481,160,240,1,Semiurban,Y,Yes
1893,Female,No,1,Not Graduate,No,61550,26033,339,60,1,Rural,Y,Yes
1894,Other,Yes,3,Not Graduate,Yes,18383,36222,296,240,0,Urban,N,Yes
1895,Male,No,3,Graduate,No,11892,23658,461,180,1,Rural,Y,Yes
1896,Female,Yes,2,Not Graduate,No,30780,30487,622,300,0,Semiurban,N,Yes
1897,Male,No,3,Not Graduate,No,22389,19641,499,360,0,Semiurban,N,Yes
1898,Female,Yes,3,Not Graduate,Yes,48081,35010,671,60,0,Urban,N,Yes
1899,Male,Yes,0,Not Graduate,No,16095,4867,470,180,1,Urban,Y,Yes
1900,Other,No,3,Graduate,No,73757,9063,449,120,0,Urban,N,Yes
1901,Female,Yes,2,Graduate,No,29634,16511,505,120,0,Urban,N,Yes
1902,Female,No,3,Graduate,Yes,51239,38783,174,180,0,Rural,Y,Yes
1904,Male,Yes,1,Graduate,No,46779,30111,584,60,0,Semiurban,N,Yes
1905,Female,Yes,3,Graduate,No,50873,47455,129,240,0,Urban,N,Yes
1906,Other,Yes,3,Not Graduate,Yes,47752,34174,321,240,0,Rural,N,Yes
1907,Male,Yes,3,Not Graduate,Yes,62798,21984,614,300,0,Rural,N,Yes
1908,Male,No,1,Not Graduate,Yes,40932,26937,467,60,0,Rural,N,Yes
1909,Male,Yes,0,Graduate,Yes,68820,44554,451,180,1,Rural,Y,Yes
1910,Female,Yes,3,Not Graduate,No,59763,16238,102,300,1,Semiurban,Y,Yes
1911,Female,Yes,2,Graduate,Yes,43291,8182,321,120,1,Urban,Y,Yes
1912,Female,No,0,Graduate,Yes,35297,32736,277,240,0,Urban,N,Yes
1913,Female,Yes,0,Graduate,Yes,33591,9192,420,60,0,Urban,Y,Yes
1914,Other,No,0,Graduate,Yes,26586,11623,241,240,0,Urban,N,Yes
1915,Other,Yes,3,Graduate,No,27475,40256,72,300,1,Urban,N,Yes
1916,Female,No,1,Not Graduate,No,56603,12671,601,180,1,Urban,Y,Yes
1917,Other,Yes,1,Graduate,No,22350,5097,385,300,1,Urban,Y,Yes
1918,Male,Yes,3,Graduate,No,26519,36880,279,60,1,Rural,N,Yes
1919,Male,No,2,Graduate,Yes,69776,1871,579,120,0,Rural,N,Yes
1920,Male,Yes,2,Graduate,No,72695,17473,537,60,0,Semiurban,N,Yes
1921,Female,Yes,2,Graduate,No,13780,13173,213,180,1,Rural,Y,Yes
1922,Male,Yes,3,Not Graduate,Yes,11661,29808,472,60,0,Semiurban,Y,Yes
1923,Other,No,1,Graduate,No,31512,16003,409,120,1,Urban,Y,Yes
1924,Female,Yes,3,Graduate,No,21403,5535,218,180,0,Urban,N,Yes
1925,Other,No,1,Graduate,No,45983,47004,562,300,0,Rural,N,Yes
1926,Male,No,0,Graduate,Yes,45549,27708,397,360,1,Rural,Y,Yes
1927,Male,No,3,Not Graduate,Yes,51719,37307,248,300,0,Urban,N,Yes
1928,Male,Yes,1,Graduate,Yes,73849,32057,261,180,1,Urban,Y,Yes
1929,Female,No,0,Graduate,No,72853,10722,201,60,1,Rural,Y,Yes
1930,Other,No,0,Graduate,Yes,28456,3315,626,120,1,Urban,Y,Yes
1931,Female,Yes,3,Graduate,Yes,19147,43524,579,300,1,Rural,Y,Yes
1932,Female,No,1,Not Graduate,No,11461,1393,139,180,0,Urban,Y,Yes
1933,Male,No,0,Not Graduate,Yes,30945,27668,63,120,0,Rural,N,Yes
1934,Female,Yes,3,Not Graduate,No,49690,10937,68,120,1,Rural,Y,Yes
1935,Female,Yes,0,Graduate,No,73363,17104,131,120,0,Urban,Y,Yes
1936,Male,No,2,Not Graduate,Yes,22887,4326,670,60,0,Urban,N,Yes
1937,Female,Yes,3,Not Graduate,No,33103,3597,568,180,1,Rural,Y,Yes
1938,Male,Yes,0,Not Graduate,No,37843,37727,51,120,1,Semiurban,Y,Yes
1939,Male,Yes,3,Not Graduate,No,53464,40526,312,120,1,Semiurban,Y,Yes
1940,Male,No,3,Not Graduate,Yes,34869,24020,589,300,0,Semiurban,N,Yes
1941,Male,No,1,Graduate,No,50852,28341,539,120,0,Semiurban,N,Yes
1942,Female,Yes,1,Not Graduate,Yes,48301,3880,386,60,1,Urban,Y,Yes
1943,Male,No,0,Not Graduate,Yes,50491,12850,335,360,1,Semiurban,Y,Yes
1944,Male,Yes,3,Not Graduate,No,50369,21248,303,180,0,Semiurban,N,Yes
1945,Female,Yes,3,Graduate,No,50331,15143,646,120,1,Rural,Y,Yes
1946,Female,Yes,2,Graduate,No,31911,23057,534,120,1,Rural,N,Yes
1947,Other,Yes,3,Not Graduate,No,9521,8481,250,240,0,Urban,Y,Yes
1948,Female,Yes,1,Graduate,No,42123,46297,341,300,0,Rural,Y,Yes
1949,Female,No,3,Graduate,Yes,55871,32700,327,120,1,Semiurban,Y,Yes
1950,Other,No,1,Not Graduate,Yes,34514,6243,384,300,1,Semiurban,Y,Yes
1951,Female,No,2,Graduate,No,40539,39060,639,300,0,Urban,N,Yes
1953,Female,Yes,1,Not Graduate,Yes,48226,44978,259,180,1,Semiurban,Y,Yes
1954,Female,Yes,0,Not Graduate,Yes,49231,24970,687,360,1,Rural,Y,Yes
1955,Other,No,0,Graduate,No,74332,375,59,180,1,Rural,Y,Yes
1956,Female,No,0,Not Graduate,Yes,36576,39013,289,240,1,Urban,Y,Yes
1957,Female,Yes,0,Not Graduate,Yes,6293,38514,219,360,1,Urban,Y,Yes
1958,Other,Yes,1,Graduate,Yes,6459,5697,522,300,0,Urban,N,Yes
1959,Male,Yes,2,Not Graduate,No,21803,18523,521,120,1,Semiurban,N,Yes
1960,Other,No,3,Graduate,Yes,72760,18358,278,240,0,Rural,N,Yes
1961,Male,Yes,1,Graduate,No,10571,43418,457,180,0,Rural,N,Yes
1962,Other,Yes,2,Not Graduate,Yes,28772,4501,448,360,1,Rural,N,Yes
1963,Other,No,3,Graduate,No,56719,22548,252,240,1,Semiurban,Y,Yes
1964,Female,No,0,Not Graduate,Yes,17171,43639,642,60,0,Urban,Y,Yes
1965,Male,No,3,Graduate,No,74773,22546,98,360,0,Rural,N,Yes
1966,Female,Yes,3,Graduate,Yes,12236,46615,144,300,1,Semiurban,Y,Yes
1967,Male,Yes,2,Graduate,No,46113,26776,167,60,1,Rural,Y,Yes
1968,Other,No,3,Graduate,No,49927,45356,659,360,1,Semiurban,Y,Yes
1969,Other,Yes,0,Not Graduate,Yes,41087,30571,123,180,0,Rural,N,Yes
1970,Male,Yes,1,Not Graduate,Yes,21251,24988,86,60,1,Urban,Y,Yes
1971,Female,Yes,1,Graduate,No,16850,6345,379,60,1,Rural,Y,Yes
1972,Female,No,2,Not Graduate,No,49003,14474,475,180,1,Semiurban,Y,Yes
1973,Female,No,0,Not Graduate,Yes,7949,47127,236,120,0,Rural,N,Yes
1974,Female,Yes,0,Not Graduate,No,33581,38923,433,120,0,Semiurban,N,Yes
1975,Other,Yes,3,Not Graduate,Yes,29553,22662,508,180,0,Semiurban,N,Yes
1976,Other,Yes,2,Not Graduate,Yes,32733,15271,358,180,1,Rural,Y,Yes
1977,Other,Yes,0,Not Graduate,No,52790,17762,475,180,1,Semiurban,Y,Yes
1978,Other,No,0,Not Graduate,Yes,3645,46283,441,240,1,Semiurban,Y,Yes
1979,Other,No,0,Graduate,No,74420,23519,380,60,0,Urban,N,Yes
1980,Female,Yes,1,Not Graduate,Yes,26052,32022,457,360,1,Urban,N,Yes
1981,Female,Yes,1,Graduate,Yes,29574,710,356,240,0,Urban,N,Yes
1982,Female,No,1,Graduate,Yes,50471,28026,120,300,1,Semiurban,Y,Yes
1983,Female,Yes,3,Graduate,Yes,50904,23845,493,120,1,Rural,Y,Yes
1984,Other,No,3,Not Graduate,Yes,62710,4892,198,360,1,Rural,Y,Yes
1985,Other,Yes,3,Not Graduate,Yes,8224,35995,486,120,0,Urban,N,Yes
1986,Other,No,0,Graduate,Yes,49318,17114,311,300,1,Semiurban,Y,Yes
1987,Male,Yes,1,Graduate,Yes,41349,22804,406,180,1,Urban,N,Yes
1988,Female,Yes,0,Not Graduate,Yes,64566,40200,354,120,0,Urban,N,Yes
1989,Female,No,0,Not Graduate,Yes,56330,38960,592,180,0,Semiurban,Y,Yes
1990,Other,No,2,Not Graduate,Yes,12435,41569,204,120,0,Urban,N,Yes
1991,Female,Yes,0,Graduate,Yes,72015,17851,165,300,0,Semiurban,Y,Yes
1992,Female,Yes,3,Graduate,No,61984,34326,676,120,0,Urban,N,Yes
1993,Other,No,1,Not Graduate,No,38401,43479,100,300,1,Rural,Y,Yes
1994,Male,No,1,Not Graduate,Yes,72037,38025,121,360,1,Urban,Y,Yes
1995,Male,Yes,0,Graduate,Yes,3889,16613,689,240,1,Rural,Y,Yes
1996,Male,Yes,3,Not Graduate,No,11765,23365,192,300,0,Urban,Y,Yes
1997,Other,No,3,Not Graduate,Yes,59398,5524,216,120,0,Urban,N,Yes
1998,Female,No,3,Graduate,Yes,17197,45412,119,360,0,Rural,Y,Yes
1999,Other,No,1,Graduate,Yes,39928,41500,545,300,1,Urban,Y,Yes
2000,Other,No,3,Graduate,No,39819,2874,569,120,0,Semiurban,N,Yes
2001,Female,No,3,Graduate,Yes,54382,40789,212,60,1,Rural,Y,Yes
2002,Male,Yes,0,Not Graduate,No,57337,6957,624,300,0,Semiurban,N,Yes
2003,Male,Yes,2,Graduate,No,67322,19076,336,300,1,Semiurban,Y,Yes
2004,Other,No,3,Not Graduate,Yes,59527,29198,283,180,1,Rural,Y,Yes
2005,Male,Yes,0,Not Graduate,No,74733,11261,393,120,0,Urban,N,Yes
2006,Other,Yes,0,Not Graduate,No,5283,37992,302,240,0,Semiurban,Y,Yes
2007,Other,No,3,Graduate,No,40752,27474,306,300,0,Urban,N,Yes
2008,Female,Yes,2,Graduate,Yes,67446,27983,555,360,1,Semiurban,Y,Yes
2009,Female,Yes,1,Not Graduate,Yes,60781,12711,520,120,0,Rural,N,Yes
2010,Female,Yes,2,Not Graduate,No,42605,39534,338,240,1,Rural,Y,Yes
2011,Other,No,3,Graduate,Yes,49500,10090,669,120,0,Semiurban,Y,Yes
2012,Female,No,2,Not Graduate,No,11715,32771,598,60,0,Rural,N,Yes
2013,Male,Yes,0,Not Graduate,Yes,65906,12756,554,240,1,Semiurban,Y,Yes
2014,Male,Yes,0,Not Graduate,Yes,25870,4759,572,240,0,Urban,N,Yes
2015,Other,Yes,2,Not Graduate,No,35341,28201,133,300,1,Semiurban,Y,Yes
2016,Other,Yes,1,Not Graduate,Yes,32471,37401,608,180,1,Semiurban,Y,Yes
2017,Female,Yes,2,Not Graduate,No,14590,7361,394,120,0,Semiurban,N,Yes
2018,Other,Yes,3,Not Graduate,Yes,21645,2567,428,360,1,Rural,Y,Yes
2019,Other,No,1,Not Graduate,No,4023,10177,181,60,0,Rural,N,Yes
2020,Male,Yes,2,Graduate,Yes,27897,35917,260,360,0,Rural,N,Yes
2021,Male,Yes,2,Graduate,No,18437,24211,644,180,1,Semiurban,Y,Yes
2022,Female,No,1,Not Graduate,Yes,46791,32577,126,360,1,Rural,Y,Yes
2023,Other,Yes,2,Not Graduate,Yes,34575,47171,189,120,1,Rural,N,Yes
2024,Other,Yes,3,Graduate,No,51198,46946,177,360,1,Rural,Y,Yes
2025,Male,Yes,0,Graduate,Yes,64619,39606,115,60,1,Rural,Y,Yes
2026,Other,Yes,3,Graduate,No,13619,1357,616,120,0,Rural,Y,Yes
2027,Male,No,2,Not Graduate,Yes,63324,22612,196,240,1,Semiurban,Y,Yes
2028,Female,Yes,0,Graduate,No,23141,21999,116,300,1,Semiurban,N,Yes
2029,Male,No,1,Graduate,No,69820,26150,521,180,1,Rural,Y,Yes
2030,Other,Yes,3,Not Graduate,No,31094,1605,200,180,0,Rural,N,Yes
2031,Female,Yes,1,Graduate,No,17466,45211,53,360,0,Semiurban,N,Yes
2032,Male,No,0,Not Graduate,No,41121,7284,67,120,1,Semiurban,Y,Yes
2033,Male,Yes,2,Graduate,No,69439,27562,573,60,1,Rural,Y,Yes
2034,Female,No,0,Graduate,No,45137,49179,305,300,1,Urban,Y,Yes
2035,Female,No,0,Graduate,No,19365,45665,558,60,1,Rural,N,Yes
2036,Male,No,1,Graduate,Yes,18971,46029,84,360,1,Urban,N,Yes
2037,Other,Yes,3,Graduate,Yes,46475,17736,604,60,0,Rural,N,Yes
2038,Male,Yes,0,Not Graduate,Yes,34359,3734,639,300,1,Urban,N,Yes
2039,Female,Yes,2,Not Graduate,Yes,36180,7531,556,120,0,Urban,N,Yes
2040,Male,Yes,0,Graduate,No,33212,33186,372,60,0,Rural,N,Yes
2041,Female,No,1,Not Graduate,No,54567,45077,502,360,1,Semiurban,N,Yes
2042,Female,Yes,3,Graduate,Yes,34356,41220,408,360,0,Semiurban,N,Yes
2043,Other,Yes,2,Graduate,Yes,24955,18491,101,60,1,Semiurban,N,Yes
2044,Female,No,1,Graduate,No,29140,43944,578,300,0,Semiurban,Y,Yes
2045,Female,No,0,Graduate,Yes,60824,6306,82,360,0,Rural,N,Yes
2046,Other,Yes,0,Graduate,No,42325,48241,377,60,0,Urban,N,Yes
2047,Female,No,3,Not Graduate,Yes,58432,4291,485,300,1,Semiurban,Y,Yes
2048,Other,No,1,Not Graduate,No,71418,31811,468,60,0,Rural,N,Yes
2049,Other,No,1,Not Graduate,No,47703,14960,126,60,1,Rural,Y,Yes
2050,Female,No,3,Not Graduate,Yes,15805,9096,629,120,1,Semiurban,N,Yes
2051,Female,No,2,Graduate,Yes,7400,34994,99,300,0,Semiurban,N,Yes
2052,Male,Yes,1,Not Graduate,No,44614,40428,491,120,0,Semiurban,N,Yes
2053,Other,Yes,3,Graduate,Yes,23509,12612,247,120,0,Semiurban,N,Yes
2054,Male,Yes,1,Graduate,Yes,69300,47473,512,240,0,Rural,N,Yes
2055,Female,Yes,3,Not Graduate,No,23519,46958,426,300,0,Rural,N,Yes
2056,Male,Yes,0,Not Graduate,Yes,66674,17162,595,180,1,Urban,Y,Yes
2057,Other,Yes,0,Graduate,Yes,19175,22642,485,240,0,Urban,N,Yes
2058,Male,Yes,1,Graduate,No,63642,31076,321,240,1,Rural,Y,Yes
2059,Other,No,1,Graduate,No,63123,27814,625,300,1,Urban,N,Yes
2060,Female,Yes,0,Not Graduate,No,29947,14450,204,240,1,Rural,N,Yes
2061,Female,Yes,2,Graduate,Yes,17214,11671,370,240,0,Semiurban,Y,Yes
2062,Other,Yes,3,Graduate,No,12974,1849,318,360,1,Rural,N,Yes
2063,Female,No,2,Graduate,Yes,32356,47901,601,120,0,Semiurban,Y,Yes
2064,Female,Yes,2,Graduate,Yes,53216,34711,209,180,1,Semiurban,Y,Yes
2065,Female,Yes,2,Not Graduate,Yes,21840,40476,372,300,0,Rural,N,Yes
2066,Female,No,0,Not Graduate,Yes,53498,41001,63,360,0,Rural,N,Yes
2067,Other,Yes,1,Graduate,No,62571,12861,425,60,1,Semiurban,Y,Yes
2068,Male,Yes,2,Not Graduate,Yes,9997,24218,169,60,1,Urban,N,Yes
2069,Male,No,0,Graduate,Yes,39900,1820,363,180,1,Rural,Y,Yes
2070,Female,Yes,3,Not Graduate,Yes,5453,8632,397,180,0,Semiurban,Y,Yes
2071,Male,No,1,Not Graduate,No,3538,29884,95,360,0,Urban,N,Yes
2072,Male,Yes,3,Not Graduate,No,33593,47388,395,60,0,Urban,N,Yes
2073,Female,Yes,2,Not Graduate,No,5303,41063,518,300,0,Semiurban,N,Yes
2074,Female,Yes,1,Graduate,Yes,58573,568,431,120,0,Rural,N,Yes
2075,Male,No,2,Graduate,Yes,61384,41416,671,360,1,Urban,Y,Yes
2077,Female,No,2,Not Graduate,No,38027,34675,508,60,0,Urban,N,Yes
2078,Other,Yes,3,Not Graduate,Yes,34468,9899,268,180,1,Semiurban,Y,Yes
2079,Male,Yes,3,Graduate,No,57686,3455,170,240,1,Urban,Y,Yes
2080,Female,No,2,Not Graduate,Yes,66175,40100,338,300,0,Urban,N,Yes
2081,Other,No,1,Not Graduate,No,26940,4502,561,60,0,Semiurban,N,Yes
2082,Female,Yes,3,Graduate,Yes,39481,43852,607,60,0,Urban,N,Yes
2083,Male,Yes,1,Not Graduate,Yes,69279,16964,387,120,1,Semiurban,Y,Yes
2084,Other,Yes,1,Graduate,Yes,36978,6862,430,120,0,Urban,Y,Yes
2085,Male,Yes,3,Not Graduate,No,17211,4055,555,120,0,Semiurban,Y,Yes
2086,Male,No,0,Graduate,No,51866,40351,615,60,1,Semiurban,Y,Yes
2087,Female,Yes,0,Not Graduate,Yes,39513,27220,437,240,0,Rural,N,Yes
2088,Other,Yes,1,Not Graduate,No,18816,18244,615,300,1,Rural,Y,Yes
2089,Male,Yes,3,Not Graduate,Yes,35441,11876,53,240,0,Semiurban,N,Yes
2090,Male,Yes,0,Not Graduate,No,18620,40186,641,60,0,Semiurban,N,Yes
2091,Other,Yes,2,Not Graduate,No,25844,3291,250,180,0,Urban,N,Yes
2092,Male,Yes,1,Graduate,Yes,55200,27807,251,120,0,Urban,N,Yes
2093,Male,Yes,0,Not Graduate,No,34589,2943,305,300,0,Rural,N,Yes
2094,Other,No,3,Graduate,No,48986,12219,248,240,0,Urban,N,Yes
2095,Other,No,3,Graduate,Yes,55086,42582,122,240,0,Semiurban,N,Yes
2096,Other,No,1,Graduate,Yes,54774,26953,268,240,1,Semiurban,Y,Yes
2097,Other,Yes,3,Not Graduate,Yes,37585,23027,482,240,1,Semiurban,Y,Yes
2098,Female,No,2,Graduate,Yes,40087,18274,456,60,1,Urban,Y,Yes
2099,Other,Yes,2,Not Graduate,No,10231,29161,142,240,0,Urban,N,Yes
2100,Female,Yes,0,Not Graduate,No,14214,48108,129,180,1,Semiurban,N,Yes
2101,Female,Yes,3,Not Graduate,Yes,71413,8471,257,120,1,Urban,Y,Yes
2102,Female,Yes,2,Graduate,No,4147,33622,141,240,1,Semiurban,Y,Yes
2103,Male,No,1,Not Graduate,Yes,52389,30530,581,180,1,Semiurban,Y,Yes
2104,Female,Yes,3,Not Graduate,Yes,10609,5283,102,60,1,Semiurban,Y,Yes
